News_Headline,Link_Of_News,Source,Stated_On,Date,Label
"Under the House Republican tax plan, in Wisconsin, ""the median household of four gets about a $2,000 tax cut, on average.""",https://www.politifact.com/factchecks/2017/dec/08/paul-ryan/paul-ryans-partially-accurate-claim-house-tax-bill/,Paul Ryan," December 1, 2"," December 8, 2017",half-true
"Says the concealed carry bill would allow residents of certain states to ""travel to your community and walk right into a school zone with a loaded weapon, no matter what local laws say.""",https://www.politifact.com/factchecks/2017/dec/07/brendan-boyle/no-gop-concealed-carry-bill-does-not-block-states-/,Brendan Boyle," December 5, 2"," December 7, 2017",FALSE
"""We’re … getting into the pool of the 100 million people that are not working. That pool is now coming back.""",https://www.politifact.com/factchecks/2017/dec/07/donald-trump/donald-trump-says-job-market-getting-non-workers-w/,Donald Trump," December 6, 2"," December 7, 2017",mostly-true
"""In a 2014 case involving a man convicted of abusing two underage girls, Judge Roy Moore disagreed and wrote the dissenting opinion.""",https://www.politifact.com/factchecks/2017/dec/06/doug-jones/jones-ad-wrongly-attacks-moore-sex-crime-case/,Doug Jones," November 30, "," December 6, 2017",barely-true
"The Jerusalem Embassy Act ""passed Congress by an overwhelming bipartisan majority and was reaffirmed by a unanimous vote of the Senate only six months ago.""",https://www.politifact.com/factchecks/2017/dec/06/donald-trump/donald-trump-correct-about-history-jerusalem-embas/,Donald Trump," December 6, 2"," December 6, 2017",mostly-true
"Says Tallahassee mayor Andrew Gillum ""wants to make Florida not a sanctuary city but a sanctuary state.""",https://www.politifact.com/factchecks/2017/dec/06/adam-putnam/does-andrew-gillum-want-make-florida-sanctuary-sta/,Adam Putnam," November 30, "," December 6, 2017",half-true
"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal.""",https://www.politifact.com/factchecks/2017/dec/06/puppetstringnewscom/story-misleads-tying-obama-russian-spy-swap-hillar/,PuppetStringNews.com," November 26, "," December 6, 2017",barely-true
"""Miss Universe Guyana 2017 arrested at London Heathrow airport with 2 kilograms of cocaine.""",https://www.politifact.com/factchecks/2017/dec/06/states-newscom/headline-about-miss-universe-guyana-and-cocaine-bu/,states-news.com," November 15, "," December 6, 2017",pants-fire
"""GDP is booming. Let’s spread the prosperity to the middle class with big #TaxCuts. Our #TaxReform package doubles standard deduction, brings $$$ back home, and reduces rates for ALL taxpayers. We will #MAGA.""",https://www.politifact.com/factchecks/2017/dec/06/lou-barletta/pa-rep-lou-barletta-overstates-benefits-house-tax-/,Lou Barletta," November 29, "," December 6, 2017",barely-true
"Wisconsin's Lincoln Hills youth prison has a ""66 percent recidivism rate,"" while ""states like Missouri, that have more of a regional model -- 8 percent.""",https://www.politifact.com/factchecks/2017/dec/06/gordon-hintz/recidivism-rate-wisconsins-lincoln-hills-youth-pri/,Gordon Hintz," November 21, "," December 6, 2017",barely-true
"""Only 20 percent of our current graduates from Texas high schools go ahead and achieve either a national certificate or a community college degree -- or a college degree.""",https://www.politifact.com/factchecks/2017/dec/05/tom-luce/tom-luce-understates-share-texas-students-succeedi/,Tom Luce," November 15, "," December 5, 2017",barely-true
"Half of the proposed federal tax breaks ?""would go to the wealthiest 1 percent.""",https://www.politifact.com/factchecks/2017/dec/05/roy-cooper/nc-governor-cherry-picks-stats-showing-tax-breaks-/,Roy Cooper," November 30, "," December 5, 2017",half-true
"Says ""$3 trillion in offshore money... is coming back into the economy"" because of the GOP tax bills.",https://www.politifact.com/factchecks/2017/dec/05/chris-ruddy/gop-tax-bill-overseas-profits-beware-hype/,Chris Ruddy," December 3, 2"," December 5, 2017",half-true
"""Breaking: federal judge grants permission to subpoena Trump.""",https://www.politifact.com/factchecks/2017/dec/05/newsgroopspeakcom/no-judge-grant-subpoena-president-donald-trump/,news.groopspeak.com," November 29, "," December 5, 2017",FALSE
"""Tennessee GOP twitter taken down after tweet exposing Pelosi involved in pedophilia.""",https://www.politifact.com/factchecks/2017/dec/05/puppetstringnewscom/fake-russian-twitter-account-center-fake-tweet-abo/,PuppetStringNews.com," November 26, "," December 5, 2017",pants-fire
"""Hillary Clinton lied many times to the FBI.""",https://www.politifact.com/factchecks/2017/dec/05/donald-trump/donald-trump-falsely-claims-hillary-clinton-lied-f/,Donald Trump," December 4, 2"," December 5, 2017",FALSE
"""The violent crime rate has risen, and the homicide rate has risen by more than 20 percent in just two years, really after 30 years of decline in violent crime.""",https://www.politifact.com/factchecks/2017/dec/04/jeff-sessions/violent-crime-some-still-well-historical-highs/,Jeff Sessions," November 14, "," December 4, 2017",mostly-true
These guys are now pretty much living up to the @BruceRauner standard. And falling dismally short of the @MittRomney standard. Even Romney released his full tax returns.,https://www.politifact.com/factchecks/2017/dec/04/daniel-biss/biss-accurate-sarcastic-tax-hit-opponents-pritzker/,Daniel Biss," November 27, "," December 4, 2017",TRUE
"Says that ""perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016, according to the advocacy group Everytown for Gun Safety.""",https://www.politifact.com/factchecks/2017/dec/03/eddie-rodriguez/domestic-violence-not-confirmed-precursor-mass-sho/,Eddie Rodriguez," November 9, 2"," December 2, 2017",FALSE
"""Simply being in this country without documentation is not a crime""",https://www.politifact.com/factchecks/2017/dec/02/kathy-sheehan/being-undocumented-immigrant-us-not-crime/,Kathy Sheehan," November 16, "," December 1, 2017",mostly-true
"""Prince Harry says Donald Trump is not welcome at his wedding: ‘Trump is a serious threat to human rights.’ """,https://www.politifact.com/factchecks/2017/dec/01/nova-magazine/prince-harry-never-said-donald-trump-wasnt-welcome/,Nova magazine," November 27, "," December 1, 2017",pants-fire
"The Senate GOP plan does not raise taxes for Americans earning less than $70,000.",https://www.politifact.com/factchecks/2017/nov/30/thom-tillis/nc-sen-tillis-says-plan-wont-raise-taxes-americans/,Thom Tillis," November 29, "," November 30, 2017",half-true
"Says the tax bill ""is going to cost me a fortune, this thing -- believe me. Believe me, this is not good for me.""",https://www.politifact.com/factchecks/2017/nov/30/donald-trump/will-gop-tax-bill-cost-donald-trump-fortune-no/,Donald Trump," November 29, "," November 30, 2017",FALSE
"""For years, they have not been able to get tax cuts -- many, many years, since Reagan.""",https://www.politifact.com/factchecks/2017/nov/30/donald-trump/donald-trump-wrong-no-tax-cuts-passed-reagan/,Donald Trump," November 29, "," November 30, 2017",pants-fire
"In the House Republican bill, ""70 percent of the tax relief goes to those families making less than 200,000.""",https://www.politifact.com/factchecks/2017/nov/30/kevin-brady/does-70-percent-tax-bills-relief-go-those-making-u/,Kevin Brady," November 26, "," November 30, 2017",half-true
"The GOP tax plan ""Sabotages the health care of 13 MILLION Americans.""",https://www.politifact.com/factchecks/2017/nov/29/nancy-pelosi/pelosis-problematic-claim-gop-tax-plan-sabotages-h/,Nancy Pelosi," November 27, "," November 29, 2017",half-true
"""If you don't pay income taxes ... you'll have more money"" under the Republican tax plan.",https://www.politifact.com/factchecks/2017/nov/29/tim-scott/if-you-pay-no-taxes-will-you-end-more-money-under-/,Tim Scott," November 26, "," November 29, 2017",FALSE
"""Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian""",https://www.politifact.com/factchecks/2017/nov/29/religionmindcom/fake-news-girls-saudi-arabia-will-be-beheaded-danc/,religionmind.com," October 23, 2"," November 29, 2017",pants-fire
"Singer Tina Turner: ""This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.""",https://www.politifact.com/factchecks/2017/nov/29/dailynewsforamericanscom/no-evidence-tina-turner-thankful-donald-trump/,DailyNewsForAmericans.com," November 23, "," November 29, 2017",pants-fire
"Says Joe Scarborough is party to an ""unsolved mystery"" from his time as a congressman in Florida.",https://www.politifact.com/factchecks/2017/nov/29/donald-trump/donald-trumps-pants-fire-unsolved-mystery-attack-j/,Donald Trump," November 29, "," November 29, 2017",pants-fire
"Wisconsin has ""the fastest-shrinking middle class in the country.""",https://www.politifact.com/factchecks/2017/nov/29/mahlon-mitchell/its-close-wisconsin-doesnt-have-fastest-shrinking-/,Mahlon Mitchell," November 19, "," November 29, 2017",barely-true
"""Close to half of the voters in America, the only tax they pay is the payroll tax.""",https://www.politifact.com/factchecks/2017/nov/28/marco-rubio/marco-rubio-wrongly-says-close-half-voters-america/,Marco Rubio," November 26, "," November 28, 2017",half-true
"Says Alabama Senate candidate Doug Jones ""wants to raise taxes.""",https://www.politifact.com/factchecks/2017/nov/28/donald-trump/donald-trump-falsely-claims-doug-jones-wants-raise/,Donald Trump," November 26, "," November 28, 2017",barely-true
"""Melania Trump: 'If ISIS Lays a finger on Barron, I’ll scratch Obama’s eyes out.' """,https://www.politifact.com/factchecks/2017/nov/28/yournewswirecom/no-proof-melania-trump-said-if-isis-harms-her-son-/,YourNewsWire.com," November 23, "," November 28, 2017",pants-fire
"Among states, Missouri ranks ""3rd (in) average yearly growth of high-tech industries.""",https://www.politifact.com/factchecks/2017/nov/27/missouri-department-economic-development/missouris-growth-high-tech-industries-mostly-line-/,Missouri Department of Economic Development," October 19, 2"," November 27, 2017",mostly-true
"""President Trump just saved Christmas for 13 million retirees.""",https://www.politifact.com/factchecks/2017/nov/27/reaganwasright/fake-news-says-trump-sending-stimulus-money-retire/,Reaganwasright," November 24, "," November 27, 2017",pants-fire
"Under the Republican tax bill, President Donald Trump ""and his family would walk off with more than a billion dollars personally.""",https://www.politifact.com/factchecks/2017/nov/27/lloyd-doggett/how-much-does-trump-family-have-gain-gop-tax-bills/,Lloyd Doggett," November 20, "," November 27, 2017",half-true
"""Southwest Airlines celebrating 50th anniversary by providing 2 free tickets to everyone!""",https://www.politifact.com/factchecks/2017/nov/27/soutwest-aircom/offer-free-tickets-southwest-airlines-scam/,soutwest-air.com," November 27, "," November 27, 2017",pants-fire
"""Satanists have teamed up with the ACLU and Planned Parenthood in Missouri to roll back the rights of the unborn.""",https://www.politifact.com/factchecks/2017/nov/24/ann-wagner/satanic-temple-has-not-teamed-planned-parenthood-o/,Ann Wagner," November 1, 2"," November 24, 2017",FALSE
"Says Josh Hawley ""broke his promise to create a Public Corruption Unit to crack down on the pay-to-play culture of Jefferson City.""",https://www.politifact.com/factchecks/2017/nov/24/claire-mccaskill/mccaskills-campaign-says-hawley-broke-his-promise-/,Claire McCaskill," October 10, 2"," November 24, 2017",barely-true
"""Wisconsin's driver licenses and identification (ID) cards are currently the most secure in the nation.""",https://www.politifact.com/factchecks/2017/nov/24/wisconsin-department-transportation/are-wisconsins-driver-licenses-most-secure-nation-/,Wisconsin Department of Transportation," September 8, "," November 24, 2017",TRUE
"The North Carolina bathroom bill ""was really never repealed.""",https://www.politifact.com/factchecks/2017/nov/22/pat-mccrory/former-nc-gov-says-state-hasnt-really-repealed-con/,Pat McCrory," October 25, 2"," November 22, 2017",barely-true
"Democrats on the House Ways and Means Committee weren’t ""even entitled to bring an expert witness on any aspect of the tax code that affects 100 percent of our economy.""",https://www.politifact.com/factchecks/2017/nov/22/john-larson/did-house-committee-bar-democratic-witnesses-gop-t/,John Larson," November 10, "," November 22, 2017",half-true
